Puntuacion;idestudiante;area
85;10011451;Escritura
97;10011452;Escritura
74;10011453;Escritura
49;10011454;Escritura
62;10011455;Escritura
47;10011456;Escritura
89;10011457;Escritura
48;10011458;Escritura
100;10011459;Escritura
68;10011460;Escritura
55;10011461;Escritura
45;10011462;Escritura
76;10011463;Escritura
91;10011464;Escritura
62;10011465;Escritura
91;10011466;Escritura
38;10011467;Escritura
65;10011468;Escritura
85;10011469;Escritura
76;10011470;Escritura
90;10011471;Escritura
74;10011472;Escritura
84;10011473;Escritura
61;10011474;Escritura
91;10011475;Escritura
83;10011476;Escritura
66;10011477;Escritura
72;10011478;Escritura
70;10011479;Escritura
67;10011480;Escritura
68;10011481;Escritura
56;10011482;Escritura
61;10011483;Escritura
46;10011484;Escritura
54;10011485;Escritura
71;10011486;Escritura
56;10011487;Escritura
74;10011488;Escritura
57;10011489;Escritura
82;10011490;Escritura
76;10011491;Escritura
70;10011492;Escritura
90;10011493;Escritura
90;10011494;Escritura
68;10011495;Escritura
66;10011496;Escritura
52;10011497;Escritura
76;10011498;Escritura
68;10011499;Escritura
72;10011500;Escritura
82;10011501;Escritura
92;10011502;Escritura
54;10011503;Escritura
92;10011504;Escritura
54;10011505;Escritura
80;10011506;Escritura
66;10011507;Escritura
54;10011508;Escritura
77;10011509;Escritura
87;10011510;Escritura
73;10011511;Escritura
43;10011512;Escritura
52;10011513;Escritura
62;10011514;Escritura
94;10011515;Escritura
85;10011516;Escritura
84;10011517;Escritura
73;10011518;Escritura
78;10011519;Escritura
79;10011520;Escritura
52;10011521;Escritura
84;10011522;Escritura
57;10011523;Escritura
50;10011524;Escritura
49;10011525;Escritura
59;10011526;Escritura
60;10011527;Escritura
43;10011528;Escritura
47;10011529;Escritura
70;10011530;Escritura
73;10011531;Escritura
53;10011532;Escritura
58;10011533;Escritura
94;10011534;Escritura
68;10011535;Escritura
83;10011536;Escritura
58;10011537;Escritura
62;10011538;Escritura
71;10011539;Escritura
86;10011540;Escritura
68;10011541;Escritura
80;10011542;Escritura
79;10011543;Escritura
89;10011544;Escritura
66;10011545;Escritura
80;10011546;Escritura
97;10011547;Escritura
64;10011548;Escritura
64;10011549;Escritura
69;10011550;Escritura
65;10011551;Escritura
88;10011552;Escritura
50;10011553;Escritura
64;10011554;Escritura
40;10011555;Escritura
33;10011556;Escritura
79;10011557;Escritura
66;10011558;Escritura
70;10011559;Escritura
62;10011560;Escritura
79;10011561;Escritura
74;10011562;Escritura
92;10011563;Escritura
80;10011564;Escritura
46;10011565;Escritura
45;10011566;Escritura
100;10011567;Escritura
78;10011568;Escritura
47;10011569;Escritura
67;10011570;Escritura
70;10011571;Escritura
92;10011572;Escritura
56;10011573;Escritura
64;10011574;Escritura
71;10011575;Escritura
53;10011576;Escritura
52;10011577;Escritura
89;10011578;Escritura
58;10011579;Escritura
68;10011580;Escritura
96;10011581;Escritura
80;10011582;Escritura
78;10011583;Escritura
80;10011584;Escritura
77;10011585;Escritura
76;10011586;Escritura
73;10011587;Escritura
62;10011588;Escritura
65;10011589;Escritura
65;10011590;Escritura
54;10011591;Escritura
50;10011592;Escritura
64;10011593;Escritura
73;10011594;Escritura
99;10011595;Escritura
72;10011596;Escritura
15;10011597;Escritura
48;10011598;Escritura
73;10011599;Escritura
81;10011600;Escritura
63;10011601;Escritura
30;10011602;Escritura
80;10011603;Escritura
51;10011604;Escritura
90;10011605;Escritura
62;10011606;Escritura
82;10011607;Escritura
54;10011608;Escritura
62;10011609;Escritura
65;10011610;Escritura
63;10011611;Escritura
66;10011612;Escritura
91;10011613;Escritura
74;10011614;Escritura
93;10011615;Escritura
72;10011616;Escritura
38;10011617;Escritura
83;10011618;Escritura
84;10011619;Escritura
68;10011620;Escritura
54;10011621;Escritura
56;10011622;Escritura
52;10011623;Escritura
86;10011624;Escritura
62;10011625;Escritura
99;10011626;Escritura
63;10011627;Escritura
46;10011628;Escritura
46;10011629;Escritura
55;10011630;Escritura
70;10011631;Escritura
65;10011632;Escritura
81;10011633;Escritura
85;10011634;Escritura
80;10011635;Escritura
64;10011636;Escritura
81;10011637;Escritura
88;10011638;Escritura
74;10011639;Escritura
73;10011640;Escritura
51;10011641;Escritura
90;10011642;Escritura
79;10011643;Escritura
80;10011644;Escritura
60;10011645;Escritura
81;10011646;Escritura
65;10011647;Escritura
68;10011648;Escritura
55;10011649;Escritura
81;10011650;Escritura
53;10011651;Escritura
76;10011652;Escritura
98;10011653;Escritura
74;10011654;Escritura
79;10011655;Escritura
67;10011656;Escritura
64;10011657;Escritura
61;10011658;Escritura
58;10011659;Escritura
85;10011660;Escritura
73;10011661;Escritura
63;10011662;Escritura
69;10011663;Escritura
67;10011664;Escritura
63;10011665;Escritura
60;10011666;Escritura
71;10011667;Escritura
87;10011668;Escritura
61;10011669;Escritura
77;10011670;Escritura
68;10011671;Escritura
50;10011672;Escritura
76;10011673;Escritura
84;10011674;Escritura
78;10011675;Escritura
66;10011676;Escritura
76;10011677;Escritura
76;10011678;Escritura
78;10011679;Escritura
60;10011680;Escritura
74;10011681;Escritura
60;10011682;Escritura
54;10011683;Escritura
44;10011684;Escritura
68;10011685;Escritura
100;10011686;Escritura
68;10011687;Escritura
73;10011688;Escritura
44;10011689;Escritura
83;10011690;Escritura
53;10011691;Escritura
78;10011692;Escritura
81;10011693;Escritura
73;10011694;Escritura
56;10011695;Escritura
86;10011696;Escritura
90;10011697;Escritura
70;10011698;Escritura
79;10011699;Escritura
59;10011700;Escritura
82;10011701;Escritura
72;10011702;Escritura
87;10011703;Escritura
67;10011704;Escritura
64;10011705;Escritura
65;10011706;Escritura
36;10011707;Escritura
52;10011708;Escritura
79;10011709;Escritura
58;10011710;Escritura
90;10011711;Escritura
85;10011712;Escritura
99;10011713;Escritura
84;10011714;Escritura
74;10011715;Escritura
87;10011716;Escritura
72;10011717;Escritura
99;10011718;Escritura
74;10011719;Escritura
80;10011720;Escritura
70;10011721;Escritura
59;10011722;Escritura
88;10011723;Escritura
42;10011724;Escritura
41;10011725;Escritura
71;10011726;Escritura
77;10011727;Escritura
57;10011728;Escritura
84;10011729;Escritura
37;10011730;Escritura
80;10011731;Escritura
43;10011732;Escritura
94;10011733;Escritura
44;10011734;Escritura
57;10011735;Escritura
59;10011736;Escritura
84;10011737;Escritura
73;10011738;Escritura
73;10011739;Escritura
55;10011740;Escritura
72;10011741;Escritura
56;10011742;Escritura
82;10011743;Escritura
72;10011744;Escritura
47;10011745;Escritura
74;10011746;Escritura
71;10011747;Escritura
68;10011748;Escritura
59;10011749;Escritura
86;10011750;Escritura
68;10011751;Escritura
65;10011752;Escritura
75;10011753;Escritura
85;10011754;Escritura
53;10011755;Escritura
92;10011756;Escritura
52;10011757;Escritura
72;10011758;Escritura
65;10011759;Escritura
77;10011760;Escritura
64;10011761;Escritura
54;10011762;Escritura
86;10011763;Escritura
63;10011764;Escritura
59;10011765;Escritura
72;10011766;Escritura
77;10011767;Escritura
60;10011768;Escritura
75;10011769;Escritura
57;10011770;Escritura
49;10011771;Escritura
74;10011772;Escritura
72;10011773;Escritura
79;10011774;Escritura
60;10011775;Escritura
55;10011776;Escritura
70;10011777;Escritura
43;10011778;Escritura
82;10011779;Escritura
82;10011780;Escritura
57;10011781;Escritura
84;10011782;Escritura
82;10011783;Escritura
62;10011784;Escritura
79;10011785;Escritura
44;10011786;Escritura
77;10011787;Escritura
32;10011788;Escritura
61;10011789;Escritura
61;10011790;Escritura
60;10011791;Escritura
70;10011792;Escritura
69;10011793;Escritura
77;10011794;Escritura
51;10011795;Escritura
73;10011796;Escritura
70;10011797;Escritura
81;10011798;Escritura
54;10011799;Escritura
57;10011800;Escritura
68;10011801;Escritura
73;10011802;Escritura
95;10011803;Escritura
87;10011804;Escritura
78;10011805;Escritura
74;10011806;Escritura
75;10011807;Escritura
40;10011808;Escritura
69;10011809;Escritura
51;10011810;Escritura
36;10011811;Escritura
49;10011812;Escritura
67;10011813;Escritura
76;10011814;Escritura
83;10011815;Escritura
87;10011816;Escritura
64;10011817;Escritura
76;10011818;Escritura
68;10011819;Escritura
88;10011820;Escritura
92;10011821;Escritura
93;10011822;Escritura
51;10011823;Escritura
82;10011824;Escritura
52;10011825;Escritura
58;10011826;Escritura
70;10011827;Escritura
76;10011828;Escritura
81;10011829;Escritura
53;10011830;Escritura
57;10011831;Escritura
89;10011832;Escritura
58;10011833;Escritura
89;10011834;Escritura
45;10011835;Escritura
74;10011836;Escritura
57;10011837;Escritura
79;10011838;Escritura
53;10011839;Escritura
73;10011840;Escritura
46;10011841;Escritura
51;10011842;Escritura
36;10011843;Escritura
76;10011844;Escritura
64;10011845;Escritura
84;10011846;Escritura
85;10011847;Escritura
50;10011848;Escritura
68;10011849;Escritura
69;10011850;Escritura
67;10011851;Escritura
63;10011852;Escritura
93;10011853;Escritura
61;10011854;Escritura
55;10011855;Escritura
96;10011856;Escritura
65;10011857;Escritura
81;10011858;Escritura
46;10011859;Escritura
72;10011860;Escritura
53;10011861;Escritura
87;10011862;Escritura
38;10011863;Escritura
80;10011864;Escritura
91;10011865;Escritura
88;10011866;Escritura
52;10011867;Escritura
41;10011868;Escritura
72;10011869;Escritura
51;10011870;Escritura
47;10011871;Escritura
76;10011872;Escritura
78;10011873;Escritura
82;10011874;Escritura
61;10011875;Escritura
66;10011876;Escritura
84;10011877;Escritura
54;10011878;Escritura
80;10011879;Escritura
74;10011880;Escritura
66;10011881;Escritura
70;10011882;Escritura
71;10011883;Escritura
44;10011884;Escritura
54;10011885;Escritura
80;10011886;Escritura
95;10011887;Escritura
59;10011888;Escritura
74;10011889;Escritura
48;10011890;Escritura
91;10011891;Escritura
85;10011892;Escritura
73;10011893;Escritura
75;10011894;Escritura
69;10011895;Escritura
38;10011896;Escritura
27;10011897;Escritura
79;10011898;Escritura
63;10011899;Escritura
82;10011900;Escritura
89;10011901;Escritura
74;10011902;Escritura
41;10011903;Escritura
100;10011904;Escritura
84;10011905;Escritura
77;10011906;Escritura
51;10011907;Escritura
91;10011908;Escritura
72;10011909;Escritura
70;10011910;Escritura
48;10011911;Escritura
82;10011912;Escritura
66;10011913;Escritura
66;10011914;Escritura
55;10011915;Escritura
66;10011916;Escritura
100;10011917;Escritura
52;10011918;Escritura
80;10011919;Escritura
91;10011920;Escritura
67;10011921;Escritura
46;10011922;Escritura
66;10011923;Escritura
65;10011924;Escritura
69;10011925;Escritura
60;10011926;Escritura
52;10011927;Escritura
71;10011928;Escritura
44;10011929;Escritura
51;10011930;Escritura
70;10011931;Escritura
62;10011932;Escritura
73;10011933;Escritura
74;10011934;Escritura
90;10011935;Escritura
58;10011936;Escritura
53;10011937;Escritura
57;10011938;Escritura
85;10011939;Escritura
69;10011940;Escritura
72;10011941;Escritura
96;10011942;Escritura
64;10011943;Escritura
61;10011944;Escritura
61;10011945;Escritura
58;10011946;Escritura
80;10011947;Escritura
60;10011948;Escritura
52;10011949;Escritura
73;10011950;Escritura
71;10011951;Escritura
83;10011952;Escritura
72;10011953;Escritura
54;10011954;Escritura
69;10011955;Escritura
62;10011956;Escritura
81;10011957;Escritura
100;10011958;Escritura
59;10011959;Escritura
71;10011960;Escritura
64;10011961;Escritura
53;10011962;Escritura
100;10011963;Escritura
75;10011964;Escritura
58;10011965;Escritura
72;10011966;Escritura
64;10011967;Escritura
60;10011968;Escritura
67;10011969;Escritura
80;10011970;Escritura
100;10011971;Escritura
69;10011972;Escritura
60;10011973;Escritura
61;10011974;Escritura
67;10011975;Escritura
77;10011976;Escritura
60;10011977;Escritura
58;10011978;Escritura
48;10011979;Escritura
94;10011980;Escritura
23;10011981;Escritura
78;10011982;Escritura
86;10011983;Escritura
91;10011984;Escritura
82;10011985;Escritura
54;10011986;Escritura
51;10011987;Escritura
76;10011988;Escritura
45;10011989;Escritura
83;10011990;Escritura
75;10011991;Escritura
78;10011992;Escritura
76;10011993;Escritura
74;10011994;Escritura
62;10011995;Escritura
95;10011996;Escritura
55;10011997;Escritura
65;10011998;Escritura
77;10011999;Escritura
86;10012000;Escritura
64;10012001;Matematicas
38;10012002;Matematicas
58;10012003;Matematicas
40;10012004;Matematicas
65;10012005;Matematicas
78;10012006;Matematicas
50;10012007;Matematicas
69;10012008;Matematicas
88;10012009;Matematicas
18;10012010;Matematicas
46;10012011;Matematicas
54;10012012;Matematicas
66;10012013;Matematicas
65;10012014;Matematicas
44;10012015;Matematicas
69;10012016;Matematicas
74;10012017;Matematicas
73;10012018;Matematicas
69;10012019;Matematicas
67;10012020;Matematicas
70;10012021;Matematicas
62;10012022;Matematicas
69;10012023;Matematicas
63;10012024;Matematicas
56;10012025;Matematicas
40;10012026;Matematicas
97;10012027;Matematicas
81;10012028;Matematicas
74;10012029;Matematicas
50;10012030;Matematicas
75;10012031;Matematicas
57;10012032;Matematicas
55;10012033;Matematicas
58;10012034;Matematicas
53;10012035;Matematicas
59;10012036;Matematicas
50;10012037;Matematicas
65;10012038;Matematicas
55;10012039;Matematicas
66;10012040;Matematicas
57;10012041;Matematicas
82;10012042;Matematicas
53;10012043;Matematicas
77;10012044;Matematicas
53;10012045;Matematicas
88;10012046;Matematicas
71;10012047;Matematicas
33;10012048;Matematicas
82;10012049;Matematicas
52;10012050;Matematicas
58;10012051;Matematicas
0;10012052;Matematicas
79;10012053;Matematicas
39;10012054;Matematicas
62;10012055;Matematicas
69;10012056;Matematicas
59;10012057;Matematicas
67;10012058;Matematicas
45;10012059;Matematicas
60;10012060;Matematicas
61;10012061;Matematicas
39;10012062;Matematicas
58;10012063;Matematicas
63;10012064;Matematicas
41;10012065;Matematicas
61;10012066;Matematicas
49;10012067;Matematicas
44;10012068;Matematicas
30;10012069;Matematicas
80;10012070;Matematicas
61;10012071;Matematicas
62;10012072;Matematicas
47;10012073;Matematicas
49;10012074;Matematicas
50;10012075;Matematicas
72;10012076;Matematicas
42;10012077;Matematicas
73;10012078;Matematicas
76;10012079;Matematicas
71;10012080;Matematicas
58;10012081;Matematicas
73;10012082;Matematicas
65;10012083;Matematicas
27;10012084;Matematicas
71;10012085;Matematicas
43;10012086;Matematicas
79;10012087;Matematicas
78;10012088;Matematicas
65;10012089;Matematicas
63;10012090;Matematicas
58;10012091;Matematicas
65;10012092;Matematicas
79;10012093;Matematicas
68;10012094;Matematicas
85;10012095;Matematicas
60;10012096;Matematicas
98;10012097;Matematicas
58;10012098;Matematicas
87;10012099;Matematicas
66;10012100;Matematicas
52;10012101;Matematicas
70;10012102;Matematicas
77;10012103;Matematicas
62;10012104;Matematicas
54;10012105;Matematicas
51;10012106;Matematicas
99;10012107;Matematicas
84;10012108;Matematicas
75;10012109;Matematicas
78;10012110;Matematicas
51;10012111;Matematicas
55;10012112;Matematicas
79;10012113;Matematicas
91;10012114;Matematicas
88;10012115;Matematicas
63;10012116;Matematicas
83;10012117;Matematicas
87;10012118;Matematicas
72;10012119;Matematicas
65;10012120;Matematicas
82;10012121;Matematicas
51;10012122;Matematicas
89;10012123;Matematicas
53;10012124;Matematicas
87;10012125;Matematicas
75;10012126;Matematicas
74;10012127;Matematicas
58;10012128;Matematicas
51;10012129;Matematicas
70;10012130;Matematicas
59;10012131;Matematicas
71;10012132;Matematicas
76;10012133;Matematicas
59;10012134;Matematicas
42;10012135;Matematicas
57;10012136;Matematicas
88;10012137;Matematicas
22;10012138;Matematicas
88;10012139;Matematicas
73;10012140;Matematicas
68;10012141;Matematicas
100;10012142;Matematicas
62;10012143;Matematicas
77;10012144;Matematicas
59;10012145;Matematicas
54;10012146;Matematicas
62;10012147;Matematicas
70;10012148;Matematicas
66;10012149;Matematicas
60;10012150;Matematicas
61;10012151;Matematicas
66;10012152;Matematicas
82;10012153;Matematicas
75;10012154;Matematicas
49;10012155;Matematicas
52;10012156;Matematicas
81;10012157;Matematicas
96;10012158;Matematicas
53;10012159;Matematicas
58;10012160;Matematicas
68;10012161;Matematicas
67;10012162;Matematicas
72;10012163;Matematicas
94;10012164;Matematicas
79;10012165;Matematicas
63;10012166;Matematicas
43;10012167;Matematicas
81;10012168;Matematicas
46;10012169;Matematicas
71;10012170;Matematicas
52;10012171;Matematicas
97;10012172;Matematicas
62;10012173;Matematicas
46;10012174;Matematicas
50;10012175;Matematicas
65;10012176;Matematicas
45;10012177;Matematicas
65;10012178;Matematicas
80;10012179;Matematicas
62;10012180;Matematicas
48;10012181;Matematicas
77;10012182;Matematicas
66;10012183;Matematicas
76;10012184;Matematicas
62;10012185;Matematicas
77;10012186;Matematicas
69;10012187;Matematicas
61;10012188;Matematicas
59;10012189;Matematicas
55;10012190;Matematicas
45;10012191;Matematicas
78;10012192;Matematicas
67;10012193;Matematicas
65;10012194;Matematicas
69;10012195;Matematicas
57;10012196;Matematicas
59;10012197;Matematicas
74;10012198;Matematicas
82;10012199;Matematicas
81;10012200;Matematicas
74;10012201;Matematicas
58;10012202;Matematicas
80;10012203;Matematicas
35;10012204;Matematicas
42;10012205;Matematicas
60;10012206;Matematicas
87;10012207;Matematicas
84;10012208;Matematicas
83;10012209;Matematicas
34;10012210;Matematicas
63;10012001;Escritura
82;10012002;Escritura
89;10012003;Escritura
74;10012004;Escritura
41;10012005;Escritura
100;10012006;Escritura
84;10012007;Escritura
77;10012008;Escritura
51;10012009;Escritura
91;10012010;Escritura
72;10012011;Escritura
70;10012012;Escritura
48;10012013;Escritura
82;10012014;Escritura
66;10012015;Escritura
66;10012016;Escritura
55;10012017;Escritura
66;10012018;Escritura
100;10012019;Escritura
52;10012020;Escritura
80;10012021;Escritura
91;10012022;Escritura
67;10012023;Escritura
46;10012024;Escritura
66;10012025;Escritura
65;10012026;Escritura
69;10012027;Escritura
60;10012028;Escritura
52;10012029;Escritura
71;10012030;Escritura
44;10012031;Escritura
51;10012032;Escritura
70;10012033;Escritura
62;10012034;Escritura
73;10012035;Escritura
74;10012036;Escritura
90;10012037;Escritura
58;10012038;Escritura
53;10012039;Escritura
57;10012040;Escritura
85;10012041;Escritura
69;10012042;Escritura
72;10012043;Escritura
96;10012044;Escritura
64;10012045;Escritura
61;10012046;Escritura
61;10012047;Escritura
58;10012048;Escritura
80;10012049;Escritura
60;10012050;Escritura
52;10012051;Escritura
73;10012052;Escritura
71;10012053;Escritura
83;10012054;Escritura
72;10012055;Escritura
54;10012056;Escritura
69;10012057;Escritura
62;10012058;Escritura
81;10012059;Escritura
100;10012060;Escritura
59;10012061;Escritura
71;10012062;Escritura
64;10012063;Escritura
53;10012064;Escritura
100;10012065;Escritura
75;10012066;Escritura
58;10012067;Escritura
72;10012068;Escritura
64;10012069;Escritura
60;10012070;Escritura
67;10012071;Escritura
80;10012072;Escritura
100;10012073;Escritura
69;10012074;Escritura
60;10012075;Escritura
61;10012076;Escritura
67;10012077;Escritura
77;10012078;Escritura
60;10012079;Escritura
58;10012080;Escritura
48;10012081;Escritura
94;10012082;Escritura
23;10012083;Escritura
78;10012084;Escritura
86;10012085;Escritura
91;10012086;Escritura
82;10012087;Escritura
54;10012088;Escritura
51;10012089;Escritura
76;10012090;Escritura
45;10012091;Escritura
83;10012092;Escritura
75;10012093;Escritura
63;10012094;Escritura
82;10012095;Escritura
89;10012096;Escritura
74;10012097;Escritura
41;10012098;Escritura
100;10012099;Escritura
84;10012100;Escritura
77;10012101;Escritura
51;10012102;Escritura
91;10012103;Escritura
72;10012104;Escritura
70;10012105;Escritura
48;10012106;Escritura
82;10012107;Escritura
66;10012108;Escritura
66;10012109;Escritura
55;10012110;Escritura
66;10012111;Escritura
100;10012112;Escritura
52;10012113;Escritura
80;10012114;Escritura
91;10012115;Escritura
67;10012116;Escritura
46;10012117;Escritura
66;10012118;Escritura
65;10012119;Escritura
69;10012120;Escritura
60;10012121;Escritura
52;10012122;Escritura
71;10012123;Escritura
44;10012124;Escritura
51;10012125;Escritura
70;10012126;Escritura
62;10012127;Escritura
73;10012128;Escritura
74;10012129;Escritura
90;10012130;Escritura
58;10012131;Escritura
53;10012132;Escritura
57;10012133;Escritura
85;10012134;Escritura
69;10012135;Escritura
72;10012136;Escritura
96;10012137;Escritura
64;10012138;Escritura
61;10012139;Escritura
61;10012140;Escritura
58;10012141;Escritura
80;10012142;Escritura
60;10012143;Escritura
52;10012144;Escritura
73;10012145;Escritura
71;10012146;Escritura
83;10012147;Escritura
72;10012148;Escritura
54;10012149;Escritura
69;10012150;Escritura
62;10012151;Escritura
81;10012152;Escritura
100;10012153;Escritura
59;10012154;Escritura
71;10012155;Escritura
61;10012156;Escritura
66;10012157;Escritura
82;10012158;Escritura
75;10012159;Escritura
49;10012160;Escritura
52;10012161;Escritura
81;10012162;Escritura
96;10012163;Escritura
53;10012164;Escritura
58;10012165;Escritura
68;10012166;Escritura
67;10012167;Escritura
72;10012168;Escritura
94;10012169;Escritura
79;10012170;Escritura
63;10012171;Escritura
43;10012172;Escritura
81;10012173;Escritura
46;10012174;Escritura
71;10012175;Escritura
52;10012176;Escritura
97;10012177;Escritura
66;10012178;Escritura
76;10012179;Escritura
62;10012180;Escritura
77;10012181;Escritura
69;10012182;Escritura
61;10012183;Escritura
59;10012184;Escritura
55;10012185;Escritura
45;10012186;Escritura
78;10012187;Escritura
67;10012188;Escritura
65;10012189;Escritura
69;10012190;Escritura
57;10012191;Escritura
59;10012192;Escritura
74;10012193;Escritura
82;10012194;Escritura
81;10012195;Escritura
74;10012196;Escritura
58;10012197;Escritura
80;10012198;Escritura
35;10012199;Escritura
42;10012200;Escritura
60;10012201;Escritura
87;10012202;Escritura
84;10012203;Escritura
83;10012204;Escritura
34;10012205;Escritura
58;10012206;Escritura
80;10012207;Escritura
35;10012208;Escritura
42;10012209;Escritura
60;10012210;Escritura
94;10012001;Lectura
85;10012002;Lectura
76;10012003;Lectura
81;10012004;Lectura
74;10012005;Lectura
45;10012006;Lectura
75;10012007;Lectura
54;10012008;Lectura
31;10012009;Lectura
47;10012010;Lectura
64;10012011;Lectura
84;10012012;Lectura
80;10012013;Lectura
86;10012014;Lectura
59;10012015;Lectura
70;10012016;Lectura
72;10012017;Lectura
91;10012018;Lectura
90;10012019;Lectura
90;10012020;Lectura
52;10012021;Lectura
87;10012022;Lectura
58;10012023;Lectura
67;10012024;Lectura
68;10012025;Lectura
69;10012026;Lectura
86;10012027;Lectura
54;10012028;Lectura
60;10012029;Lectura
86;10012030;Lectura
60;10012031;Lectura
82;10012032;Lectura
50;10012033;Lectura
64;10012034;Lectura
64;10012035;Lectura
82;10012036;Lectura
57;10012037;Lectura
77;10012038;Lectura
52;10012039;Lectura
58;10012040;Lectura
44;10012041;Lectura
77;10012042;Lectura
65;10012043;Lectura
85;10012044;Lectura
85;10012045;Lectura
54;10012046;Lectura
72;10012047;Lectura
75;10012048;Lectura
67;10012049;Lectura
68;10012050;Lectura
85;10012051;Lectura
67;10012052;Lectura
64;10012053;Lectura
97;10012054;Lectura
68;10012055;Lectura
79;10012056;Lectura
49;10012057;Lectura
73;10012058;Lectura
62;10012059;Lectura
86;10012060;Lectura
42;10012061;Lectura
71;10012062;Lectura
93;10012063;Lectura
82;10012064;Lectura
53;10012065;Lectura
42;10012066;Lectura
74;10012067;Lectura
51;10012068;Lectura
58;10012069;Lectura
72;10012070;Lectura
84;10012071;Lectura
90;10012072;Lectura
62;10012073;Lectura
64;10012074;Lectura
82;10012075;Lectura
61;10012076;Lectura
72;10012077;Lectura
76;10012078;Lectura
64;10012079;Lectura
70;10012080;Lectura
73;10012081;Lectura
46;10012082;Lectura
51;10012083;Lectura
76;10012084;Lectura
100;10012085;Lectura
72;10012086;Lectura
65;10012087;Lectura
51;10012088;Lectura
85;10012089;Lectura
92;10012090;Lectura
67;10012091;Lectura
74;10012092;Lectura
62;10012093;Lectura
34;10012094;Lectura
29;10012095;Lectura
78;10012096;Lectura
54;10012097;Lectura
78;10012098;Lectura
84;10012099;Lectura
78;10012100;Lectura
48;10012101;Lectura
100;10012102;Lectura
84;10012103;Lectura
77;10012104;Lectura
48;10012105;Lectura
84;10012106;Lectura
75;10012107;Lectura
64;10012108;Lectura
42;10012109;Lectura
84;10012110;Lectura
61;10012111;Lectura
62;10012112;Lectura
61;10012113;Lectura
70;10012114;Lectura
100;10012115;Lectura
61;10012116;Lectura
77;10012117;Lectura
96;10012118;Lectura
70;10012119;Lectura
53;10012120;Lectura
66;10012121;Lectura
65;10012122;Lectura
70;10012123;Lectura
64;10012124;Lectura
56;10012125;Lectura
61;10012126;Lectura
43;10012127;Lectura
56;10012128;Lectura
74;10012129;Lectura
57;10012130;Lectura
71;10012131;Lectura
75;10012132;Lectura
87;10012133;Lectura
63;10012134;Lectura
57;10012135;Lectura
58;10012136;Lectura
81;10012137;Lectura
68;10012138;Lectura
66;10012139;Lectura
91;10012140;Lectura
66;10012141;Lectura
94;10012142;Lectura
85;10012143;Lectura
76;10012144;Lectura
81;10012145;Lectura
74;10012146;Lectura
45;10012147;Lectura
75;10012148;Lectura
54;10012149;Lectura
31;10012150;Lectura
47;10012151;Lectura
64;10012152;Lectura
84;10012153;Lectura
80;10012154;Lectura
86;10012155;Lectura
59;10012156;Lectura
70;10012157;Lectura
72;10012158;Lectura
91;10012159;Lectura
90;10012160;Lectura
90;10012161;Lectura
52;10012162;Lectura
87;10012163;Lectura
58;10012164;Lectura
67;10012165;Lectura
68;10012166;Lectura
69;10012167;Lectura
86;10012168;Lectura
54;10012169;Lectura
60;10012170;Lectura
86;10012171;Lectura
60;10012172;Lectura
82;10012173;Lectura
50;10012174;Lectura
64;10012175;Lectura
64;10012176;Lectura
82;10012177;Lectura
57;10012178;Lectura
77;10012179;Lectura
52;10012180;Lectura
58;10012181;Lectura
44;10012182;Lectura
77;10012183;Lectura
65;10012184;Lectura
85;10012185;Lectura
85;10012186;Lectura
54;10012187;Lectura
72;10012188;Lectura
75;10012189;Lectura
67;10012190;Lectura
68;10012191;Lectura
85;10012192;Lectura
67;10012193;Lectura
64;10012194;Lectura
97;10012195;Lectura
68;10012196;Lectura
79;10012197;Lectura
49;10012198;Lectura
73;10012199;Lectura
62;10012200;Lectura
86;10012201;Lectura
42;10012202;Lectura
71;10012203;Lectura
93;10012204;Lectura
82;10012205;Lectura
53;10012206;Lectura
42;10012207;Lectura
74;10012208;Lectura
51;10012209;Lectura
58;10012210;Lectura
